order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_creation_date,review_answer_timestamp,seller_city,seller_state,customer_unique_id,customer_city,customer_state,zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,delivery_time
de4363c0dc15fa2b4ef64957ef56a5ab,af006ce9626179d83fbd022eb4afeee3,delivered,2018-07-10 10:18:39,2018-07-10 20:30:59,2018-07-12 10:20:00,2018-07-13 19:48:33,2018-07-23 00:00:00,1,0bf311dc96c3ce0503cb03068588c196,d91fb3b7d041e83b64a00a3edfb37e4f,2018-07-16 18:25:55,33.6,7.98,eletrodomesticos,56.0,204.0,1.0,300.0,18.0,8.0,13.0,1,boleto,1,41.58,f2433c9dd4023f15143cac80862d2ba2,5,2018-07-14 00:00:00,2018-07-15 12:14:21,praia grande,SP,caf3814fe9c1bf1d6b6461a8c12b1d2e,vargem grande paulista,SP,6730,-23.6452660862318,-46.99633449110163,vargem grande paulista,SP,3.0
000e63d38ae8c00bbcb5a30573b99628,98884e672c5ba85f4394f2044e1a3eab,delivered,2018-03-23 19:48:26,2018-03-23 20:07:49,2018-03-26 21:38:48,2018-03-27 14:51:47,2018-04-05 00:00:00,1,553e0e7590d3116a072507a3635d2877,1c129092bf23f28a5930387c980c0dfc,2018-03-29 20:07:49,47.9,8.88,cama_mesa_banho,38.0,735.0,5.0,800.0,20.0,20.0,20.0,1,credit_card,1,56.78,06f45fcd8b9b54c30b0de110eb849228,3,2018-03-28 00:00:00,2018-03-28 18:32:10,sao paulo,SP,860fc00d3154ce2346c43ebe47b9b6ce,sao paulo,SP,4679,-23.6745608731606,-46.68550530030584,sao paulo,SP,3.0
59de12363514fbd1aca1eeb1b39816a8,bf4ed9934192b87c282aa83cfc3b831c,delivered,2017-08-23 16:58:21,2017-08-23 17:32:47,2017-08-24 20:48:06,2017-09-06 21:25:53,2017-09-27 00:00:00,1,87b7dd1206b94ab75b6d45bbe487b24c,17e34d8224d27a541263c4c64b11a56b,2017-08-29 17:10:26,173.42,27.75,perfumaria,50.0,1038.0,2.0,500.0,22.0,16.0,16.0,1,credit_card,4,201.17,7943aee43bf31c6cf8f5bc429c6f1e8c,5,2017-09-07 00:00:00,2017-09-09 20:29:20,riberao preto,SP,18c240054ce3633cfaba4647aadce744,reriutaba,CE,62260,-4.142647121200437,-40.58425595647609,reriutaba,CE,14.0
6d4c45be223296bf5be3d2612fffcf3b,941c7cfc5b79c2c5acac2328e67460d7,delivered,2017-11-05 20:48:06,2017-11-05 21:07:08,2017-11-07 18:47:34,2017-11-15 16:48:07,2017-11-29 00:00:00,1,87d780fa7d2cf3710aa02dc4ca8db985,da8622b14eb17ae2831f4ac5b9dab84a,2017-11-14 21:06:38,99.9,13.72,cama_mesa_banho,57.0,189.0,1.0,1350.0,46.0,2.0,36.0,1,credit_card,4,113.62,7b8b935be7d60fd808be4d40f1c23361,4,2017-11-16 00:00:00,2017-11-17 03:53:31,piracicaba,SP,be2020ecbdb297610a13fd963cf78f31,sao paulo,SP,8490,-23.52667821648681,-46.70219272009348,sao paulo,SP,9.0
91dd888a4b337fbe66398fb27c88a04c,6ea29ae62679c8330d931490b5d00011,delivered,2017-12-13 11:18:13,2017-12-13 11:30:55,2017-12-14 15:36:45,2017-12-19 16:33:21,2018-01-09 00:00:00,1,7192c6fea73bae6687d1b584a551376f,381c83fdca332ea6afd896da20bf6e4a,2017-12-19 11:30:55,121.0,14.58,relogios_presentes,53.0,716.0,2.0,175.0,19.0,7.0,11.0,1,credit_card,1,135.58,8a8cd9c9ab4ceeb5e911ded8a4762fa6,5,2017-12-20 00:00:00,2017-12-20 19:41:08,curitiba,PR,3eebc80e8df96d877c2cc23900714e80,itajai,SC,88303,-26.91506822751319,-48.67887583224022,itajai,SC,6.0
40637fde29a0a1715c3de8af636ff382,529e2914fca06d39d99c015fdfda82db,delivered,2018-03-24 19:18:45,2018-03-24 19:30:27,2018-03-27 19:29:01,2018-03-28 20:37:35,2018-04-09 00:00:00,1,371fa349d92646bbeea5873df0bcdc5a,4830e40640734fc1c52cd21127c341d4,2018-03-30 19:30:27,39.0,8.88,utilidades_domesticas,49.0,342.0,1.0,490.0,20.0,18.0,16.0,1,credit_card,2,47.88,540c0534ec36b63964044e0c9cf02ff6,5,2018-03-29 00:00:00,2018-04-01 13:57:06,sao paulo,SP,52add23100efdea39ae461e6295edeb4,sao paulo,SP,4344,-23.637509298084144,-46.6496693746898,são paulo,SP,4.0
bbed43d93838be47e3a0b194063660e2,1afcc25251c2502be51c0c0805015215,delivered,2018-06-23 20:20:13,2018-06-23 20:36:14,2018-06-25 14:58:00,2018-06-28 23:51:52,2018-07-16 00:00:00,1,4ba240359788835937feac3b20013ca3,a3e9a2c700480d9bb01fba070ba80a0e,2018-06-26 20:31:25,69.0,14.06,cama_mesa_banho,42.0,201.0,1.0,750.0,49.0,5.0,39.0,1,credit_card,8,83.06,54ec3cfec170b2da86a02e6fe846bf72,5,2018-06-29 00:00:00,2018-06-30 21:25:17,ibitinga,SP,bd9faf610de6660a02b39510406c8e9f,rancharia,SP,19600,-22.227748015084178,-50.87743296539511,rancharia,SP,5.0
22deced3dedb44ec0bb55c504cc4f062,7c17b9b121e044da69d1d40e004c3d23,delivered,2018-07-20 18:39:50,2018-07-20 18:50:18,2018-07-27 13:41:00,2018-08-02 21:11:46,2018-08-16 00:00:00,1,6b0894fbd8143c541f3c40622d8a9603,9df5750209b83567ec144eb299d7d634,2018-07-26 18:50:18,980.0,33.81,ferramentas_jardim,60.0,3088.0,6.0,1200.0,34.0,7.0,22.0,1,credit_card,5,1013.81,c26a79eddd1264b8ef76b31a4e72788a,4,2018-08-03 00:00:00,2018-08-04 23:00:41,sao leopoldo,RS,72266f20c4be9cfe463262b3d7b1a9c5,nova serrana,MG,35519,-19.870012074727185,-45.00908480024176,nova serrana,MG,13.0
380d50b5c05704dbe91b19b8003ea60b,a22b289372fa843cd698a5a641452436,delivered,2018-01-13 21:33:27,2018-01-13 21:49:18,2018-01-18 12:26:42,2018-01-24 16:13:42,2018-02-07 00:00:00,1,2481a472d98c582b46bc2dfeae6f539f,391fc6631aebcf3004804e51b40bcf1e,2018-01-18 21:49:18,59.55,17.67,moveis_decoracao,59.0,205.0,1.0,950.0,31.0,11.0,26.0,1,credit_card,4,77.22,78fea34d83d53a620d1f6ff0097d39b7,4,2018-01-25 00:00:00,2018-01-27 18:55:45,ibitinga,SP,be44f5b15e050c84a284fc46feeb7183,ipatinga,MG,35162,-19.472547449926896,-42.562163993597856,ipatinga,MG,10.0
c23b3b6e42c2d0fe2d6fad69e2b1f34f,ff0da136fbd35fb34d88d49e88dbff2a,delivered,2018-01-21 14:29:50,2018-01-22 13:51:02,2018-01-23 22:18:05,2018-01-31 16:42:56,2018-03-01 00:00:00,2,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2018-01-29 13:51:02,69.9,20.98,moveis_decoracao,44.0,903.0,6.0,2600.0,50.0,10.0,30.0,1,credit_card,3,181.76,c2d4a74cfb6e15234cb21d7252b74434,5,2018-02-01 00:00:00,2018-02-05 17:02:22,sao paulo,SP,0258cd3b5e7c4b397cc09ea472677e73,garibaldi,RS,95720,-29.26214062284277,-51.52573232027906,garibaldi,RS,10.0
5a07e91ff0df440fc9e39922aa973b9d,b3a700964f6f6afd6d7df555d6e088a0,delivered,2017-10-21 21:59:17,2017-10-21 22:14:19,2017-11-03 21:13:32,2017-11-13 20:46:44,2017-11-23 00:00:00,1,2e8eb076261eb842a7e1bdf64e1facda,7142540dd4c91e2237acb7e911c4eba2,2017-11-06 22:14:19,84.9,17.84,fashion_calcados,53.0,408.0,3.0,1400.0,22.0,12.0,33.0,1,credit_card,9,205.48,31e52b996633d401c034e771090f0f02,4,2017-11-14 00:00:00,2017-11-17 02:50:43,penapolis,SP,b0b877c2a1e4a87d553165a612fabcc7,rio de janeiro,RJ,21765,-22.887375097697497,-43.43297448182235,rio de janeiro,RJ,22.0
c97cbfce4294d32b1566a3132cbf4127,fa98795c4f0fdb2240d930eef4a98924,delivered,2017-11-26 12:33:29,2017-11-26 12:52:25,2017-12-05 19:46:42,2017-12-13 18:41:29,2017-12-18 00:00:00,2,22a0c6b3f34506fc9a6d78ff201f3dbf,1025f0e2d44d7041d6cf58b6550e0bfa,2017-11-30 12:52:25,115.0,15.56,moveis_decoracao,52.0,638.0,1.0,1400.0,40.0,35.0,40.0,1,credit_card,1,261.12,a48da15d6d538d78c6d7a54cdec219eb,1,2017-12-14 00:00:00,2017-12-16 11:27:52,sao paulo,SP,e1ea5c5d032a048e22f990e35fa4e8c5,governador valadares,MG,35020,-18.913892702208923,-41.945563536404094,governador valadares,MG,17.0
d278b5de7264ce84ea98dc603be04661,30f735a941f2d39ec866c4ba349ee5c0,delivered,2017-09-26 18:44:52,2017-09-26 18:56:15,2017-09-27 13:13:04,2017-10-02 21:05:51,2017-10-24 00:00:00,1,569ffd16f8032478cbeb9800f2e94ba0,20cb7c2fde3e5bf10f0bbe7394e1c6a9,2017-10-02 18:56:15,16.9,15.1,moveis_decoracao,49.0,544.0,1.0,410.0,39.0,3.0,28.0,1,voucher,1,32.0,ce7e9f5d13cbe2b7f9f7caef1dabb2d3,4,2017-10-03 00:00:00,2017-10-07 20:02:41,andira-pr,PR,f36075d4260ed925c1ac58a72cf6fe4b,sao paulo,SP,5843,-23.65015547155058,-46.7347434672514,sao paulo,SP,6.0
cf3be801bb6918904774e23f8f5db5e1,ee90cd30c6a414d5a004be114f02aa67,delivered,2018-05-09 22:28:03,2018-05-09 22:53:43,2018-05-11 15:13:00,2018-05-16 23:14:31,2018-06-04 00:00:00,1,6803077179d24889430188e03fafd31a,128639473a139ac0f3e5f5ade55873a5,2018-05-15 22:53:43,19.9,18.23,eletronicos,48.0,287.0,1.0,100.0,23.0,8.0,18.0,1,credit_card,1,38.13,e32b690af8d0c370f6a0d5eb5f39ec55,5,2018-05-17 00:00:00,2018-05-22 14:57:43,maringa,PR,7b0f0cb7663246f205267af21dede3b9,imbituba,SC,88780,-28.10913995717811,-48.68132802156992,imbituba,SC,7.0
f49d6ccb4f36a6204ff06cab948d268d,2ad0fa5dbcc34ae3e276ceb5eeb3fd33,delivered,2018-02-04 22:34:32,2018-02-04 22:50:03,2018-02-06 13:13:03,2018-02-07 19:04:02,2018-02-23 00:00:00,1,9bb8ca338e5588c361e34eae02e8fad6,620c87c171fb2a6dd6e8bb4dec959fc6,2018-02-11 22:50:03,59.9,12.48,beleza_saude,37.0,314.0,1.0,431.0,19.0,17.0,15.0,1,credit_card,2,144.76,abf44f099dbe76e16e658e33a9b7200e,5,2018-02-08 00:00:00,2018-02-13 02:19:57,petropolis,RJ,eb3c04f545e10b9e1c89a7db0051a334,niteroi,RJ,24220,-22.903185566828355,-43.11565804981282,niteroi,RJ,2.0
37311087440803cc1960343121d1de26,1fc148759f50ec10a03421aaf5efd89b,delivered,2018-03-19 16:39:27,2018-03-20 03:15:29,2018-03-20 18:58:38,2018-03-26 16:05:28,2018-04-05 00:00:00,6,a06766fec51c96d4d0bce282906735eb,1900267e848ceeba8fa32d80c1a5f5a8,2018-03-26 03:15:29,38.99,14.78,cama_mesa_banho,55.0,626.0,2.0,650.0,16.0,10.0,16.0,1,boleto,1,326.79,c9be27fb1933c143d6a9496042175228,5,2018-03-27 00:00:00,2018-04-05 15:21:53,ibitinga,SP,70ad91901ad4330af432978ff134fc6f,campinas,SP,13087,-22.866784501529203,-47.055594373853104,campinas,SP,6.0
98c977c116f7779360e9fecffd3860b6,e144d625b739ab69821471cc91327926,delivered,2017-08-28 20:24:52,2017-08-28 20:44:54,2017-08-29 18:42:19,2017-08-30 13:27:51,2017-09-08 00:00:00,1,e4aa3f3e3209009166c6b79afa8204bc,1127b7f2594683f2510f1c2c834a486b,2017-09-01 20:44:54,34.0,9.34,ferramentas_jardim,60.0,482.0,2.0,1600.0,16.0,4.0,30.0,1,credit_card,4,43.34,121024c33eef254d9bb44c07ea1ece9c,5,2017-09-01 00:00:00,2017-09-05 15:29:58,campinas,SP,74cb1ad7e6d5674325c1f99b5ea30d82,sao paulo,SP,4363,-23.64817373189448,-46.664549480581606,são paulo,SP,1.0
a5be0f3a1b2874d7a949d0234acd688f,b70bb1d21f3f4ee22748b82dde72b63f,delivered,2017-07-29 14:37:23,2017-07-29 14:50:19,2017-08-01 17:34:21,2017-08-15 12:28:40,2017-08-22 00:00:00,1,fca62108387e25005784da2f551466a1,31344c16881c08a8a72c6d2eb29918c1,2017-08-03 14:50:19,249.9,62.49,moveis_decoracao,42.0,87.0,3.0,14600.0,84.0,8.0,84.0,1,credit_card,1,312.39,ea13f408f9f91e78274f1caa2c9663d2,1,2017-08-16 00:00:00,2017-08-18 23:40:15,uba,MG,169815e2d8cebf3bb29c380415e03403,sumare,SP,13178,-22.80892001370597,-47.20418506043549,sumare,SP,16.0
4263982d4e708f50640e858a5cce3baa,5277d855d8cb2479fe5bb9d101ae8ec0,delivered,2017-12-26 14:31:08,2017-12-26 14:49:13,2017-12-26 22:16:02,2018-01-03 17:47:58,2018-01-26 00:00:00,1,0eda670810c42c5fcf92ca8be2a615a9,d12c926d74ceff0a90a21184466ce161,2018-01-02 14:49:13,38.48,15.1,esporte_lazer,55.0,365.0,3.0,150.0,18.0,6.0,15.0,1,credit_card,1,3.58,4b5a57322c8f076eb9beabed2385a709,5,2018-01-04 00:00:00,2018-01-06 21:09:05,sao paulo,SP,67c0ef67bc2e2ef46417ef50a8232eab,mandaguari,PR,86975,-23.51986153184768,-51.69720714153857,mandaguari,PR,8.0
10c2b05e3b425d09cb2a1fa7f08d701f,4d45f5b1f311c511f6410974f00b7e23,delivered,2018-02-15 20:10:16,2018-02-15 20:26:25,2018-03-02 14:17:55,2018-03-15 18:06:24,2018-03-23 00:00:00,1,7fe486a60125c1541517e30944f95066,4917cee8d902e13428c3ec4b1ca6f315,2018-03-05 19:26:25,199.0,26.23,eletrodomesticos_2,34.0,876.0,9.0,6350.0,55.0,10.0,67.0,1,credit_card,2,225.23,ffd35d89c7e1829b1e00d7aba4f09f46,5,2018-03-16 00:00:00,2018-03-19 14:38:27,blumenau,SC,3d4fff41b533bad211da66780ffc08c8,sao paulo,SP,2918,-23.49668939938832,-46.71467458826242,são paulo,SP,27.0
34ca707f0687a186215481e5b55df48a,32f7fa273af43c883fe0b290f86ca006,delivered,2018-02-24 21:10:36,2018-02-24 21:28:20,2018-02-27 16:08:08,2018-03-02 19:41:31,2018-03-16 00:00:00,1,27e7285754ae724e707141aa7e80ff69,acadd4d36859671cb635527c6c977533,2018-02-28 21:28:20,65.0,13.47,ferramentas_jardim,60.0,319.0,1.0,1350.0,59.0,23.0,29.0,1,credit_card,2,78.47,9008792b65fc7031ebecc0a150258826,5,2018-03-03 00:00:00,2018-03-06 16:16:24,santa rosa de viterbo,SP,d968c74d2cce546cd19bea37d42af076,bauru,SP,17050,-22.32759811601935,-49.09928835694488,bauru,SP,5.0
d10a096222e79b442a554b53eab60f9f,f2bfe91c73291dd12b088dbbf7c4b1f7,delivered,2018-02-05 00:42:57,2018-02-05 00:56:08,2018-02-06 17:04:29,2018-02-14 19:52:57,2018-03-06 00:00:00,1,fb55982be901439613a95940feefd9ee,3d871de0142ce09b7081e2b9d1733cb1,2018-02-14 00:56:08,89.0,13.64,papelaria,52.0,211.0,2.0,7000.0,60.0,20.0,30.0,1,credit_card,2,102.64,a18b345a5eb3c7c6259585da7800ad8d,5,2018-02-15 00:00:00,2018-02-16 01:06:03,campo limpo paulista,SP,4f928a6270233d6c7c4e73919fa12295,sao paulo,SP,2020,-23.498000947544565,-46.6320825,sao paulo,SP,9.0
33e92794c2f37c86b2f1c60065acd75d,b8f8657742c599ec5864f8790e0381fa,delivered,2018-01-08 21:55:02,2018-01-09 07:19:43,2018-01-11 16:57:48,2018-01-29 19:39:42,2018-01-31 00:00:00,1,a7e03f1bcebad9ca43f8f4dbda9bc1b6,4c498c7345e89aebad651544829beca0,2018-01-15 07:19:43,129.9,14.66,beleza_saude,60.0,3228.0,2.0,567.0,18.0,9.0,13.0,1,boleto,1,144.56,f2db08c11ad447168d08b3a8740c33eb,4,2018-01-30 00:00:00,2018-03-25 02:08:58,carapicuiba,SP,1ec536e0e33d1a559b917611ccf1cd69,belo horizonte,MG,30260,-19.924598273385637,-43.9117296813723,belo horizonte,MG,20.0
b9d5be766cad3958ba4a2f0137257bb9,e4b08bf78efcc6cdf41eb30e4327c460,delivered,2017-12-08 21:23:40,2017-12-11 14:30:32,2017-12-12 21:58:44,2017-12-16 00:28:29,2017-12-27 00:00:00,1,3898ab895c82d9286015bde372510180,537eb890efff034a88679788b647c564,2017-12-15 14:30:32,35.9,7.94,bebes,49.0,236.0,3.0,300.0,40.0,12.0,12.0,1,credit_card,4,43.84,33049a3e6ad42b1efc5dcaf4ae167bfa,4,2017-12-17 00:00:00,2017-12-17 06:20:48,rio de janeiro,RJ,ce8650a8602b544900fe7a7f567e5abf,rio de janeiro,RJ,22040,-22.967566858445423,-43.18325856535292,rio de janeiro,RJ,7.0
a5ee139d1586d2d22c21ce7048e1d36d,7501487f2c74cc52064641b5793bbf4e,delivered,2018-08-27 15:15:03,2018-08-27 15:30:24,2018-08-28 18:04:00,2018-08-29 16:28:39,2018-08-31 00:00:00,1,c708ba7c6269161f89ce0683cdd7c432,6560211a19b47992c3666cc44a7e94c0,2018-08-29 15:30:24,49.0,7.6,relogios_presentes,60.0,379.0,3.0,300.0,16.0,2.0,20.0,2,voucher,1,28.04,442775ea6f58b2ee889a5a3986aa2176,5,2018-08-30 00:00:00,2018-08-31 14:23:57,sao paulo,SP,ebd16156e915376664512033f080f70d,sorocaba,SP,18071,-23.465758551687124,-47.503337840544695,sorocaba,SP,2.0
176cf0b19224a77a9fe04e323627fa7e,6c5ba608588b5b24652daf167aa141cd,delivered,2018-04-22 10:14:25,2018-04-24 18:39:40,2018-04-24 16:58:41,2018-05-03 19:21:32,2018-05-17 00:00:00,1,6413f7a28e149a324c4a914000399fb2,7a67c85e85bb2ce8582c35f2203ad736,2018-04-30 04:30:54,131.99,13.51,cool_stuff,53.0,629.0,1.0,975.0,37.0,31.0,17.0,1,boleto,1,145.5,c008ae66b7a2d96903661e1a591dfac2,5,2018-05-04 00:00:00,2018-05-08 18:35:52,sao paulo,SP,9612df338290f2e014ad700c66d890a1,bertioga,SP,11250,-23.827401583138556,-46.14189886651084,bertioga,SP,11.0
ebe70675ae793b444779a82a58b30e91,da49aa85426b211073305504a48cdb26,delivered,2017-08-06 16:47:20,2017-08-08 04:24:34,2017-08-09 16:54:11,2017-08-12 11:23:43,2017-08-30 00:00:00,1,0bb7cb61f1957f79dac582ab66ccdc1f,e26901d5ab434ce92fd9b5c256820a4e,2017-08-15 04:24:34,23.9,16.11,utilidades_domesticas,45.0,561.0,2.0,553.0,18.0,9.0,15.0,1,boleto,1,40.01,64acfa46d06c53052d3673c65d07c8f5,5,2017-08-13 00:00:00,2017-08-13 16:03:45,maua,SP,8f12f030157bb64fad548e0c906034ed,uberlandia,MG,38405,-18.89897528211045,-48.23811329344953,uberlândia,MG,5.0
1f9ed60661469689dae5955276ef81a5,46853a08808655a711805c973b549079,delivered,2018-08-02 18:56:22,2018-08-02 19:10:22,2018-08-07 11:15:00,2018-08-10 13:08:41,2018-08-20 00:00:00,1,93305944cf8bb41c63bf59676ac2d0b3,b29d3380981c51df13fc6fbe87e1763d,2018-08-08 19:10:22,56.9,13.98,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,675.0,32.0,7.0,32.0,1,credit_card,5,70.88,f68f009b676ace8245a93bea6582d58a,4,2018-08-11 00:00:00,2018-08-11 19:36:47,ribeirao preto,SP,1aed54e3b4f4be26ade03963054f43f5,sao jose dos campos,SP,12229,-23.265676608329947,-45.86552194262216,sao jose dos campos,SP,7.0
5795afd080b42134859d9b925c7919ea,d1987854d71c2815f5b816a8815db271,delivered,2018-02-21 12:25:12,2018-02-22 02:28:32,2018-02-28 00:03:08,2018-03-15 14:32:36,2018-03-16 00:00:00,1,4464ecc5c8cd38eff5beae1484f80166,ede0c03645598cdfc63ca8237acbe73d,2018-02-28 02:28:32,56.0,15.14,informatica_acessorios,21.0,181.0,1.0,917.0,21.0,15.0,11.0,1,boleto,1,71.14,40629d084f8b09ab6b1d5971365d2a88,5,2018-03-16 00:00:00,2018-03-24 13:48:53,ribeirao preto,SP,6ec20c2a8312b4a1a7497f70cc7004ac,iconha,ES,29280,-20.79458249232861,-40.810280556411925,iconha,ES,22.0
3263e5243c28ebe706f7500cf88054ad,d2cb62917a62d79c9eaa46bdd9d374a5,delivered,2018-04-22 18:16:11,2018-04-24 19:04:58,2018-04-23 19:31:49,2018-04-26 19:48:45,2018-05-16 00:00:00,4,281a67fd770c975ee1a7c842468fb3b5,2a261b5b644fa05f4f2700eb93544f2c,2018-04-26 18:31:03,60.0,28.19,moveis_decoracao,49.0,264.0,2.0,10400.0,40.0,30.0,40.0,2,credit_card,4,369.65,58f2a64617ca91372c2dd0fa2b6e1a58,1,2018-04-27 00:00:00,2018-04-28 00:54:06,porto ferreira,SP,8188d88246b1fa1783f4c55e83b72d49,franca,SP,14405,-20.52286986775277,-47.40740878851915,franca,SP,4.0
644da1e3e4fb089d2404596574225c60,c98a7b0279f19defb3869b3ec67bd1a8,delivered,2018-04-15 13:28:28,2018-04-15 13:51:11,2018-04-17 23:19:11,2018-04-25 22:52:49,2018-05-14 00:00:00,1,20e5127b0dda6370dd7795b2952da13a,77530e9772f57a62c906e1c21538ab82,2018-04-19 13:51:11,129.0,18.48,moveis_decoracao,58.0,2043.0,4.0,1450.0,69.0,11.0,11.0,1,credit_card,8,589.92,fd6b95ca5797582bda1e686fb7ec8ac1,5,2018-04-26 00:00:00,2018-04-28 00:54:33,curitiba,PR,086230886f279f9160a8d29bd66dd431,osasco,SP,6140,-23.57231985176357,-46.8016996507558,osasco,SP,10.0
9f2c1798fe24e69bf3317bc7b319c96c,150a3d642b9738fe8f8d6876a7168f96,delivered,2017-09-20 15:08:28,2017-09-21 03:04:47,2017-09-22 17:23:06,2017-10-04 19:46:33,2017-10-05 00:00:00,1,594e6c5d1c4a58f7936b5a7134f53c80,a3b0df0065e264a91b7bbf5f844af5cd,2017-09-27 03:04:47,59.21,15.25,automotivo,55.0,1172.0,1.0,1400.0,105.0,7.0,25.0,1,boleto,1,74.46,82cf4dcfdab75b3ba9136fdcf00a14d1,5,2017-10-05 00:00:00,2017-10-08 00:08:50,sao bernardo do capo,SP,894382535eef1ce243ec19088626be0e,rio de janeiro,RJ,20560,-22.916895496249094,-43.25585416763806,rio de janeiro,RJ,14.0
21ff4faf5460988340a9675233bd0d1b,06e81d76102b0d027324e7375400a11c,delivered,2017-06-07 20:38:13,2017-06-07 20:50:15,2017-06-08 13:49:50,2017-06-19 16:15:49,2017-07-03 00:00:00,1,003dbcabcf8e3231de657c7d9f9a5eba,218d46b86c1881d022bce9c68a7d4b15,2017-06-14 20:50:15,36.0,17.6,esporte_lazer,43.0,1213.0,1.0,1800.0,30.0,22.0,22.0,2,voucher,1,50.0,2bacdd169232201fbe604d34da36ba0d,4,2017-06-20 00:00:00,2017-06-21 21:38:03,ribeirao preto,SP,f99f4e4db672e22718b5ad0e910ede8a,itajuba,MG,37505,-22.413866049226677,-45.46932622857761,itajuba,MG,11.0
de83643596b6203d717e77769482e476,238a236a505ad5d85b7d1df842095d79,delivered,2018-06-19 20:45:02,2018-06-19 21:18:38,2018-06-20 11:48:00,2018-06-26 18:08:37,2018-07-16 00:00:00,1,7f72a8900b3d2fc8fa2635b7836d6e6e,7299e27ed73d2ad986de7f7c77d919fa,2018-06-21 21:18:38,64.99,18.56,brinquedos,38.0,571.0,1.0,147.0,14.0,10.0,12.0,1,credit_card,1,83.55,7aa7e5db009385105cc742dc897fec70,5,2018-06-27 00:00:00,2018-06-30 12:40:05,araguari,MG,f69be5e6c4f9cfd15033ece3a8094ccc,registro,SP,11900,-24.49677387473321,-47.8479671611133,registro,SP,6.0
aa078289a37e7fc6858559006061646d,f3367c9aca21c8339000542eef955545,delivered,2017-12-21 10:26:44,2017-12-22 14:31:45,2018-01-26 20:42:33,2018-02-07 18:19:12,2018-02-01 00:00:00,1,1dec4c88c685d5a07bf01dcb0f8bf9f8,712e6ed8aa4aa1fa65dab41fed5737e4,2018-01-04 14:30:57,559.0,41.43,automotivo,44.0,982.0,3.0,17600.0,49.0,49.0,23.0,1,boleto,1,600.43,5d687158cc6e1572ac6626bc7debb421,1,2018-02-06 00:00:00,2018-02-09 00:01:11,videira,SC,b223711454139852be71c956e1437978,chapadao do sul,MS,79560,-18.79175861625947,-52.62565009758388,chapadao do sul,MS,48.0
6d231a099f98f5a590ad78db56ae82f1,6ee311afc0adb5663ad53868d46ba39d,delivered,2017-11-11 22:16:49,2017-11-11 22:30:25,2017-11-13 21:32:01,2017-11-16 21:48:37,2017-11-27 00:00:00,1,4ac50dbde931c0a5ed8c33d3dc047351,2e1c9f22be269ef4643f826c9e650a52,2017-11-16 22:30:25,34.49,7.78,beleza_saude,33.0,1087.0,1.0,600.0,28.0,11.0,26.0,1,credit_card,1,42.27,f23ab32e2d2d760a341ceb5e7791e7f2,4,2017-11-17 00:00:00,2017-11-20 00:14:03,sao paulo,SP,089b7f0bd3654dae116bbef61b197fea,praia grande,SP,11700,-24.00886232139766,-46.41311087039064,praia grande,SP,4.0
465c2e1bee4561cb39e0db8c5993aafc,63b964e79dee32a3587651701a2b8dbf,delivered,2018-02-14 16:34:27,2018-02-21 12:28:15,2018-02-22 20:33:09,2018-02-28 20:09:19,2018-03-09 00:00:00,1,11250b0d4b709fee92441c5f34122aed,e59aa562b9f8076dd550fcddf0e73491,2018-02-27 12:28:15,412.0,27.72,agro_industria_e_comercio,28.0,388.0,2.0,3000.0,30.0,30.0,20.0,7,voucher,1,15.19,b0c2f8c122ebef9f77753f7d167cf634,5,2018-03-01 00:00:00,2018-03-07 15:08:10,curitiba,PR,85963fd37bfd387aa6d915d8a1065486,atibaia,SP,12940,-23.114830201223366,-46.55172703205608,atibaia,SP,14.0
